Price,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,DIS,MSFT,AAPL,DIS,MSFT,AAPL,DIS,MSFT,AAPL,DIS,MSFT,AAPL,DIS,MSFT,AAPL,DIS,MSFT
Date,,,,,,,,,,,,,,,,,,
2019-02-12,41.02570724487305,107.03728485107422,100.95072937011719,42.72249984741211,109.19999694824219,106.88999938964844,42.75,110.83000183105469,107.13999938964844,42.42499923706055,109.1500015258789,105.4800033569336,42.525001525878906,110.20999908447266,106.13999938964844,89134000,7610200,25056600
2019-02-13,40.855255126953125,108.0174789428711,100.87515258789062,42.54499816894531,110.19999694824219,106.80999755859375,43.119998931884766,110.4800033569336,107.77999877929688,42.47999954223633,109.2300033569336,106.70999908447266,42.84749984741211,109.23999786376953,107.5,89960800,6919700,18394900
2019-02-14,41.00410079956055,108.46836853027344,100.96017456054688,42.70000076293945,110.66000366210938,106.9000015258789,42.814998626708984,111.5,107.29000091552734,42.345001220703125,109.54000091552734,105.66000366210938,42.4275016784668,109.8499984741211,106.30999755859375,87342800,6324300,21784700
2019-02-15,40.91287612915039,110.36014556884766,102.2068099975586,42.60499954223633,112.58999633789062,108.22000122070312,42.92499923706055,112.62999725341797,108.30000305175781,42.4375,111.02999877929688,107.36000061035156,42.8125,111.4000015258789,107.91000366210938,98507200,8197300,26606900
2019-02-19,41.035308837890625,111.26193237304688,102.15959167480469,42.73249816894531,113.51000213623047,108.16999816894531,42.86000061035156,113.7699966430664,108.66000366210938,42.372501373291016,112.83000183105469,107.77999877929688,42.4275016784668,112.91000366210938,107.79000091552734,75891200,8169600,18038500
2019-02-20,41.299381256103516,111.4285659790039,101.62846374511719,43.00749969482422,113.68000030517578,107.1500015258789,43.33000183105469,114.08999633789062,107.94000244140625,42.747501373291016,113.29000091552734,106.29000091552734,42.79750061035156,113.5999984741211,107.86000061035156,104457600,7081500,21607700
2019-02-21,41.066524505615234,112.02648162841797,103.7719955444336,42.76499938964844,114.29000091552734,109.41000366210938,43.092498779296875,114.54000091552734,109.4800033569336,42.57500076293945,112.87000274658203,106.87000274658203,42.95000076293945,113.4000015258789,106.9000015258789,68998800,9480100,29063200
2019-02-22,41.525054931640625,112.96746826171875,105.25159454345703,43.24250030517578,115.25,110.97000122070312,43.25,115.7699966430664,111.19999694824219,42.845001220703125,113.94999694824219,109.81999969482422,42.89500045776367,114.62999725341797,110.05000305175781,75652800,8734700,27763200
2019-02-25,41.82754898071289,111.34033966064453,105.83964538574219,43.557498931884766,113.58999633789062,111.58999633789062,43.967498779296875,115.80000305175781,112.18000030517578,43.48749923706055,113.45999908447266,111.26000213623047,43.540000915527344,115.62000274658203,111.76000213623047,87493600,9327700,23750600
2019-02-26,41.8515510559082,111.25212097167969,106.56997680664062,43.58250045776367,113.5,112.36000061035156,43.82500076293945,114.01000213623047,113.23999786376953,43.29249954223633,112.8499984741211,111.16999816894531,43.4275016784668,113.6500015258789,111.26000213623047,68280800,8956000,21536700
2019-02-27,41.98118591308594,110.54637908935547,106.3897705078125,43.717498779296875,112.77999877929688,112.16999816894531,43.75,113.51000213623047,112.36000061035156,43.182498931884766,112.45999908447266,110.87999725341797,43.3025016784668,113.0999984741211,111.69000244140625,111341600,7249500,21487100
2019-02-28,41.56826400756836,110.60519409179688,106.25697326660156,43.287498474121094,112.83999633789062,112.02999877929688,43.727500915527344,113.43000030517578,112.87999725341797,43.22999954223633,112.75,111.7300033569336,43.58000183105469,112.9000015258789,112.04000091552734,112861600,6716700,29083900
2019-03-01,42.00518798828125,111.75203704833984,106.73121643066406,43.74250030517578,114.01000213623047,112.52999877929688,43.787498474121094,114.44000244140625,113.0199966430664,43.22249984741211,113.44999694824219,111.66999816894531,43.56999969482422,113.44999694824219,112.88999938964844,103544800,6996900,23501200
2019-03-04,42.216461181640625,112.06568908691406,106.47512817382812,43.962501525878906,114.33000183105469,112.26000213623047,44.4375,114.41999816894531,113.25,43.49250030517578,113.08999633789062,110.80000305175781,43.92250061035156,114.41999816894531,113.0199966430664,109744800,6015000,26608000
2019-03-05,42.13962936401367,111.74222564697266,105.94396209716797,43.88249969482422,114.0,111.69999694824219,44.0,114.54000091552734,112.38999938964844,43.6349983215332,113.76000213623047,111.2300033569336,43.98500061035156,114.2300033569336,112.25,78949600,5225100,19538300
2019-03-06,41.89716720581055,112.57538604736328,105.99139404296875,43.630001068115234,114.8499984741211,111.75,43.872501373291016,115.05000305175781,112.66000366210938,43.48500061035156,114.0,111.43000030517578,43.66749954223633,114.0,111.87000274658203,83241600,7352800,17687000
2019-03-07,41.412227630615234,111.75203704833984,104.70149993896484,43.125,114.01000213623047,110.38999938964844,43.61000061035156,114.9000015258789,111.55000305175781,43.005001068115234,113.47000122070312,109.87000274658203,43.467498779296875,114.8499984741211,111.4000015258789,99185600,6324000,25339000
2019-03-08,41.51065444946289,111.55598449707031,104.8153076171875,43.227500915527344,113.80999755859375,110.51000213623047,43.26750183105469,113.83999633789062,110.70999908447266,42.375,112.9000015258789,108.80000305175781,42.58000183105469,113.45999908447266,109.16000366210938,95997600,6549100,22818400
2019-03-11,42.94866943359375,112.47737121582031,107.01575469970703,44.724998474121094,114.75,112.83000183105469,44.779998779296875,115.0,112.94999694824219,43.837501525878906,114.02999877929688,110.9800033569336,43.872501373291016,114.04000091552734,110.98999786376953,128044000,6952700,26491600
2019-03-12,43.43121337890625,112.457763671875,107.76504516601562,45.227500915527344,114.7300033569336,113.62000274658203,45.66749954223633,115.30000305175781,113.98999786376953,44.842498779296875,114.04000091552734,112.6500015258789,45.0,114.72000122070312,112.81999969482422,129870400,9920300,26132700
2019-03-13,43.62326431274414,111.83043670654297,108.5997085571289,45.4275016784668,114.08999633789062,114.5,45.82500076293945,114.8499984741211,115.0,45.22999954223633,113.72000122070312,113.77999877929688,45.5625,114.83999633789062,114.12999725341797,124130000,17994500,35513800
2019-03-14,44.108211517333984,112.21273040771484,108.68506622314453,45.932498931884766,114.4800033569336,114.58999633789062,46.025001525878906,114.7699966430664,115.19999694824219,45.63999938964844,113.93000030517578,114.33000183105469,45.974998474121094,114.12000274658203,114.54000091552734,94318000,17409600,30763400
2019-03-15,44.681983947753906,112.68321228027344,109.9370346069336,46.529998779296875,114.95999908447266,115.91000366210938,46.83250045776367,115.4800033569336,117.25,45.935001373291016,113.68000030517578,114.58999633789062,46.212501525878906,114.5,115.33999633789062,156171600,14932700,54681100
2019-03-18,45.138118743896484,110.87965393066406,111.51148223876953,47.005001068115234,113.12000274658203,117.56999969482422,47.09749984741211,114.0,117.61000061035156,46.4474983215332,112.45999908447266,116.05000305175781,46.45000076293945,113.02999877929688,116.16999816894531,104879200,21769800,31207600
2019-03-19,44.780426025390625,107.82144165039062,111.58735656738281,46.63249969482422,110.0,117.6500015258789,47.247501373291016,113.70999908447266,118.44000244140625,46.47999954223633,109.80000305175781,116.98999786376953,47.087501525878906,112.94999694824219,118.08999633789062,126585600,45384400,37588700
2019-03-20,45.17172622680664,107.8116455078125,111.46406555175781,47.040000915527344,109.98999786376953,117.5199966430664,47.372501373291016,110.87999725341797,118.75,46.182498931884766,108.05000305175781,116.70999908447266,46.557498931884766,110.30999755859375,117.38999938964844,124140800,35588700,28113300
2019-03-21,46.83541488647461,106.50799560546875,114.0249252319336,48.772499084472656,108.66000366210938,120.22000122070312,49.08250045776367,110.1500015258789,120.81999969482422,47.45249938964844,108.37000274658203,117.08999633789062,47.505001068115234,110.0999984741211,117.13999938964844,204136800,27438900,29854400
2019-03-22,45.865535736083984,106.08650207519531,111.018310546875,47.76250076293945,108.2300033569336,117.05000305175781,49.42250061035156,109.0,119.58999633789062,47.69499969482422,107.51000213623047,117.04000091552734,48.834999084472656,108.33000183105469,119.5,169630800,24133800,33624500
2019-03-25,45.31096267700195,105.65522003173828,111.59684753417969,47.185001373291016,107.79000091552734,117.66000366210938,47.994998931884766,109.06999969482422,118.01000213623047,46.650001525878906,107.31999969482422,116.31999969482422,47.877498626708984,108.48999786376953,116.55999755859375,175381200,18187500,27067100
2019-03-26,44.842838287353516,107.95867156982422,111.83397674560547,46.6974983215332,110.13999938964844,117.91000366210938,48.220001220703125,110.33999633789062,118.70999908447266,46.14500045776367,108.2699966430664,116.8499984741211,47.915000915527344,108.4000015258789,118.62000274658203,199202000,16693100,26097700
2019-03-27,45.24614715576172,108.09590148925781,110.75271606445312,47.11750030517578,110.27999877929688,116.7699966430664,47.439998626708984,111.08999633789062,118.20999908447266,46.63750076293945,109.7300033569336,115.5199966430664,47.1875,110.44999694824219,117.87999725341797,119393600,10794800,22733400
2019-03-28,45.30616760253906,108.51738739013672,110.90448760986328,47.18000030517578,110.70999908447266,116.93000030517578,47.38999938964844,111.2699966430664,117.58000183105469,46.88249969482422,110.23999786376953,116.12999725341797,47.23749923706055,110.5999984741211,117.44000244140625,83121600,11748900,18334800
2019-03-29,45.6014518737793,108.83104705810547,111.86241912841797,47.48749923706055,111.02999877929688,117.94000244140625,47.52000045776367,111.5999984741211,118.31999969482422,47.1349983215332,110.38999938964844,116.95999908447266,47.45750045776367,111.55999755859375,118.06999969482422,94256000,16358800,25399800
2019-04-01,45.91114044189453,110.28173065185547,112.88675689697266,47.810001373291016,112.51000213623047,119.0199966430664,47.91999816894531,112.87000274658203,119.11000061035156,47.095001220703125,111.37999725341797,118.0999984741211,47.90999984741211,111.58999633789062,118.94999694824219,111448000,10785100,22789100
2019-04-02,46.57855224609375,109.74263000488281,113.04801940917969,48.505001068115234,111.95999908447266,119.19000244140625,48.6150016784668,113.30999755859375,119.4800033569336,47.76250076293945,111.91999816894531,118.5199966430664,47.772499084472656,113.1500015258789,119.05999755859375,91062800,9231800,18142300
2019-04-03,46.89784240722656,110.29153442382812,113.78782653808594,48.837501525878906,112.5199966430664,119.97000122070312,49.125,113.11000061035156,120.43000030517578,48.287498474121094,112.20999908447266,119.1500015258789,48.3125,112.69999694824219,119.86000061035156,93087200,10534900,22860700
2019-04-04,46.97945785522461,112.47737121582031,113.2092514038086,48.92250061035156,114.75,119.36000061035156,49.092498779296875,114.86000061035156,120.2300033569336,48.28499984741211,113.02999877929688,118.37999725341797,48.6974983215332,113.23999786376953,120.0999984741211,76457200,14378400,20112800
2019-04-05,47.29395294189453,112.72242736816406,113.7119369506836,49.25,115.0,119.88999938964844,49.275001525878906,115.12999725341797,120.2300033569336,48.98249816894531,114.30999755859375,119.37000274658203,49.11249923706055,114.97000122070312,119.38999938964844,74106400,10907900,15826200
2019-04-08,48.038185119628906,112.68321228027344,113.74988555908203,50.025001525878906,114.95999908447266,119.93000030517578,50.057498931884766,115.83000183105469,120.0199966430664,49.084999084472656,114.63999938964844,118.63999938964844,49.10499954223633,115.0,119.80999755859375,103526800,11054200,15116200
2019-04-09,47.89412307739258,114.54558563232422,113.13337707519531,49.875,116.86000061035156,119.27999877929688,50.712501525878906,117.16000366210938,119.54000091552734,49.807498931884766,115.27999877929688,118.58000183105469,50.08000183105469,115.61000061035156,118.62999725341797,143072800,17340300,17612000
2019-04-10,48.16300964355469,114.83965301513672,113.9964828491211,50.154998779296875,117.16000366210938,120.19000244140625,50.185001373291016,118.02999877929688,120.3499984741211,49.54499816894531,116.27999877929688,119.54000091552734,49.66999816894531,117.58000183105469,119.76000213623047,86781200,14091100,16477200
2019-04-11,47.762088775634766,114.29073333740234,114.1292724609375,49.73749923706055,116.5999984741211,120.33000183105469,50.25,117.86000061035156,120.8499984741211,49.61000061035156,116.31999969482422,119.91999816894531,50.212501525878906,117.7300033569336,120.54000091552734,83603200,12784500,14209100
2019-04-12,47.74288558959961,127.48414611816406,114.71730041503906,49.717498779296875,130.05999755859375,120.94999694824219,50.03499984741211,130.89999389648438,120.9800033569336,49.0525016784668,126.36000061035156,120.37000274658203,49.79999923706055,127.91000366210938,120.63999938964844,111042800,65253500,19745100
2019-04-15,47.82931137084961,129.4249267578125,114.81216430664062,49.807498931884766,132.0399932861328,121.05000305175781,49.962501525878906,132.6999969482422,121.58000183105469,49.502498626708984,129.7899932861328,120.56999969482422,49.64500045776367,131.0500030517578,120.94000244140625,70146400,32773700,15792600
2019-04-16,47.8341178894043,127.32731628417969,114.54660034179688,49.8125,129.89999389648438,120.7699966430664,50.342498779296875,132.1300048828125,121.6500015258789,49.63999938964844,129.55999755859375,120.0999984741211,49.8650016784668,131.75,121.63999938964844,102785600,14564300,14071800
2019-04-17,48.765594482421875,129.14068603515625,115.49507141113281,50.782501220703125,131.75,121.7699966430664,50.845001220703125,132.36000061035156,121.8499984741211,49.65250015258789,129.27999877929688,120.54000091552734,49.8849983215332,129.80999755859375,121.23999786376953,115627200,14253700,19300900
2019-04-18,48.94084548950195,129.8268280029297,117.01260375976562,50.96500015258789,132.4499969482422,123.37000274658203,51.037498474121094,132.8699951171875,123.5199966430664,50.630001068115234,131.11000061035156,121.30000305175781,50.779998779296875,131.77000427246094,122.19000244140625,96783200,11890600,27991000
2019-04-22,49.101688385009766,129.0720672607422,117.38251495361328,51.13249969482422,131.67999267578125,123.76000213623047,51.23500061035156,132.1999969482422,124.0,50.584999084472656,131.02999877929688,122.56999969482422,50.70750045776367,131.89999389648438,122.62000274658203,77758000,10197500,15648700
2019-04-23,49.809898376464844,130.7187957763672,118.9759521484375,51.869998931884766,133.36000061035156,125.44000244140625,51.9375,134.24000549316406,125.58000183105469,50.974998474121094,132.64999389648438,123.83000183105469,51.10749816894531,133.38999938964844,124.0999984741211,93292000,12159300,24025500
2019-04-24,49.73306655883789,132.42434692382812,118.56812286376953,51.790000915527344,135.10000610351562,125.01000213623047,52.119998931884766,135.75,125.8499984741211,51.76250076293945,132.72000122070312,124.5199966430664,51.84000015258789,133.11000061035156,125.79000091552734,70162400,11449500,31257000
2019-04-25,49.281742095947266,134.52195739746094,122.4947509765625,51.31999969482422,137.24000549316406,129.14999389648438,51.939998626708984,138.8800048828125,131.3699951171875,51.279998779296875,134.83999633789062,128.8300018310547,51.70750045776367,135.36000061035156,130.05999755859375,74172800,16382500,38033900
2019-04-26,49.04647445678711,137.1488800048828,123.19664001464844,51.07500076293945,139.9199981689453,129.88999938964844,51.25,140.0399932861328,130.52000427246094,50.529998779296875,137.50999450683594,129.02000427246094,51.224998474121094,138.6999969482422,129.6999969482422,74596400,14167600,23654900
2019-04-29,49.12089920043945,136.54116821289062,123.08281707763672,51.15250015258789,139.3000030517578,129.77000427246094,51.49250030517578,142.3699951171875,130.17999267578125,50.96500015258789,137.61000061035156,129.35000610351562,51.099998474121094,142.19000244140625,129.89999389648438,88818800,25746100,16324200
2019-04-30,48.17500686645508,134.25729370117188,123.87003326416016,50.16749954223633,136.97000122070312,130.60000610351562,50.849998474121094,139.38999938964844,130.6999969482422,49.77750015258789,136.02999877929688,129.38999938964844,50.76499938964844,139.1199951171875,129.80999755859375,186139600,15253100,24166500
2019-05-01,50.53971481323242,133.67898559570312,121.29021453857422,52.630001068115234,136.3800048828125,127.87999725341797,53.82749938964844,138.1699981689453,130.64999389648438,52.307498931884766,136.24000549316406,127.69999694824219,52.470001220703125,137.49000549316406,130.52999877929688,259309200,8906700,26821700
2019-05-02,50.210819244384766,131.4833526611328,119.70624542236328,52.287498474121094,134.13999938964844,126.20999908447266,53.162498474121094,135.69000244140625,128.0,52.032501220703125,132.3800048828125,125.5199966430664,52.459999084472656,135.3800048828125,127.9800033569336,127985200,16580400,27350200
2019-05-03,50.83500671386719,131.66958618164062,122.25765991210938,52.9375,134.3300018310547,128.89999389648438,52.959999084472656,135.30999755859375,129.42999267578125,52.557498931884766,133.77999877929688,127.25,52.72249984741211,135.22000122070312,127.36000061035156,83569600,8874400,24911100
2019-05-06,50.04996871948242,132.32632446289062,121.54629516601562,52.119998931884766,135.0,128.14999389648438,52.209999084472656,135.3300018310547,128.55999755859375,50.875,132.3000030517578,126.11000061035156,51.0724983215332,132.5399932861328,126.38999938964844,129772400,9955600,24239800
2019-05-07,48.70077896118164,130.79721069335938,119.05182647705078,50.71500015258789,133.44000244140625,125.5199966430664,51.85499954223633,135.97000122070312,127.18000030517578,50.20750045776367,132.75999450683594,124.22000122070312,51.470001220703125,135.35000610351562,126.45999908447266,155054800,10972700,36017700
2019-05-08,48.71036148071289,132.31651306152344,119.0423355102539,50.724998474121094,134.99000549316406,125.51000213623047,51.334999084472656,135.6999969482422,126.37000274658203,50.4375,133.30999755859375,124.75,50.474998474121094,133.5,125.44000244140625,105358000,15423500,28419000
2019-05-09,48.18701934814453,130.94424438476562,119.03285217285156,50.18000030517578,133.58999633789062,125.5,50.41999816894531,136.47999572753906,125.79000091552734,49.165000915527344,132.83999633789062,123.56999969482422,50.099998474121094,135.02999877929688,124.29000091552734,139634400,15297100,27235800
2019-05-10,47.519466400146484,131.38531494140625,120.57886505126953,49.29499816894531,134.0399932861328,127.12999725341797,49.712501525878906,134.32000732421875,127.93000030517578,48.192501068115234,131.22999572753906,123.81999969482422,49.35499954223633,133.00999450683594,124.91000366210938,164834800,9858500,30915100
2019-05-13,44.75764846801758,128.7388153076172,116.9936294555664,46.43000030517578,131.33999633789062,123.3499984741211,47.369998931884766,132.66000366210938,125.55000305175781,45.712501525878906,130.5500030517578,123.04000091552734,46.9275016784668,131.5,124.11000061035156,229722400,11389900,33944900
2019-05-14,45.466182708740234,130.5619659423828,118.30254364013672,47.165000915527344,133.1999969482422,124.7300033569336,47.42499923706055,134.66000366210938,125.87999725341797,46.352500915527344,132.0500030517578,123.69999694824219,46.602500915527344,133.52000427246094,123.87000274658203,146118800,12001700,25266300
2019-05-15,46.01082992553711,132.0126495361328,119.968505859375,47.72999954223633,134.67999267578125,126.0199966430664,47.9375,135.2100067138672,126.70999908447266,46.505001068115234,132.0399932861328,123.69999694824219,46.567501068115234,132.5500030517578,124.26000213623047,106178800,9734100,24722700
2019-05-16,45.80840301513672,132.81640625,122.73875427246094,47.52000045776367,135.5,128.92999267578125,48.11750030517578,136.39999389648438,129.3800048828125,47.209999084472656,134.80999755859375,126.45999908447266,47.477500915527344,135.2899932861328,126.75,132125600,9689400,30112200
2019-05-17,45.548118591308594,132.36553955078125,121.92005157470703,47.25,135.0399932861328,128.07000732421875,47.724998474121094,135.97999572753906,130.4600067138672,46.689998626708984,134.02999877929688,127.91999816894531,46.73249816894531,134.25999450683594,128.30999755859375,131516400,8964200,25770500
2019-05-20,44.12383270263672,131.25790405273438,120.15889739990234,45.772499084472656,133.91000366210938,126.22000122070312,46.087501525878906,134.39999389648438,127.58999633789062,45.06999969482422,133.25,125.76000213623047,45.880001068115234,134.25,126.5199966430664,154449200,8009000,23706900
2019-05-21,44.9697265625,131.43434143066406,120.80624389648438,46.650001525878906,134.08999633789062,126.9000015258789,47.0,134.57000732421875,127.52999877929688,46.17499923706055,133.11000061035156,126.58000183105469,46.30500030517578,134.57000732421875,127.43000030517578,113459200,7050300,15293300
2019-05-22,44.049137115478516,131.1990966796875,121.5392837524414,45.69499969482422,133.85000610351562,127.66999816894531,46.4275016784668,134.1699981689453,128.24000549316406,45.63750076293945,133.38999938964844,126.5199966430664,46.165000915527344,133.82000732421875,126.62000274658203,118994400,5093700,15396500
2019-05-23,43.297218322753906,130.1012725830078,120.12081146240234,44.915000915527344,132.72999572753906,126.18000030517578,45.1349983215332,133.5500030517578,126.29000091552734,44.45249938964844,131.9499969482422,124.73999786376953,44.95000076293945,132.7100067138672,126.19999694824219,146118800,6743300,23603800
2019-05-24,43.130943298339844,130.1600799560547,120.17791748046875,44.74250030517578,132.7899932861328,126.23999786376953,45.53499984741211,133.2899932861328,127.41999816894531,44.654998779296875,132.22000122070312,125.97000122070312,45.04999923706055,133.10000610351562,126.91000366210938,94858800,4570100,14123400
